eye_angle,eye_lashes,eye_lid,chin_length,eyebrow_weight,eyebrow_shape,eyebrow_thickness,face_shape,facial_hair,hair,eye_color,face_color,hair_color,glasses,glasses_color,eye_slant,eyebrow_width,eye_eyebrow_distance,filename
 0,0,1,2,1,7,2,2,10,74,2,7,8,3,2,0,2,0,cs11139943228285846285.csv
 1,0,0,1,0,7,0,1,9,36,2,0,0,11,6,2,1,1,cs10083308051789914418.csv
 0,1,0,0,0,1,1,3,6,108,2,4,0,11,2,0,2,2,cs10335999662871457248.csv
 2,0,0,2,1,4,3,1,14,87,3,5,5,0,1,0,0,2,cs10983877946293952627.csv
 2,0,1,1,0,6,0,2,14,105,3,4,2,11,1,1,1,1,cs1096101616563531797.csv
 0,1,1,2,0,12,0,5,14,64,4,5,5,11,1,2,2,1,cs1090104555450530184.csv
 0,1,0,2,1,9,0,1,1,7,0,8,8,1,3,0,0,0,cs10784541756976093719.csv
 0,0,1,2,1,9,0,0,14,67,4,9,8,8,1,2,1,1,cs11201976251034982514.csv
 0,0,1,1,1,1,2,2,13,55,2,1,5,2,3,0,1,1,cs10487051983268245149.csv
 2,0,0,2,0,13,1,3,3,10,1,6,5,6,0,1,0,0,cs10215013934573703011.csv
 0,0,0,1,0,2,2,6,7,71,2,4,3,3,3,0,1,2,cs10671563170018134966.csv
 1,1,0,2,0,10,3,2,1,54,4,7,5,11,1,1,0,1,cs10844581384245997235.csv
 0,1,1,2,0,11,0,2,1,59,3,3,1,3,3,0,0,1,cs10825138291833950512.csv
 0,0,1,1,1,11,3,5,14,88,1,1,9,11,6,1,2,0,cs10971961874975253211.csv
 0,1,0,1,0,2,1,0,14,35,0,5,5,11,0,0,2,0,cs10341932770366679784.csv
 0,1,0,0,0,7,3,0,8,89,3,10,8,11,6,1,0,1,cs1030218364180209190.csv
 0,1,1,2,1,13,3,1,5,66,0,3,1,8,3,2,2,0,cs10028933678611580456.csv
 2,0,1,0,1,12,2,3,8,26,1,3,4,11,4,0,0,0,cs11082373760599634994.csv
 2,0,1,2,1,10,2,4,12,107,3,2,2,11,3,1,0,0,cs10430448874856917785.csv
 1,0,1,0,0,12,3,4,9,105,3,0,9,7,3,2,0,0,cs10713592835101497707.csv
 1,1,1,1,1,12,2,1,14,79,2,1,7,11,3,0,2,1,cs10301831653056169484.csv
 0,0,1,0,1,2,3,3,14,43,1,10,7,11,3,2,0,0,cs11215102523060744856.csv
 0,0,0,1,1,5,0,1,11,88,1,4,5,11,2,2,0,2,cs11038731477203620781.csv
 2,1,1,0,1,10,0,6,1,77,4,3,1,3,2,1,1,2,cs109328847176380298.csv
 0,1,0,1,0,0,1,1,4,80,4,7,9,10,0,0,2,2,cs10160222585613515546.csv
 2,1,0,1,1,0,3,5,11,57,4,8,6,2,5,1,0,2,cs10319295137528232297.csv
 0,0,1,1,1,5,2,6,14,82,4,1,1,11,0,1,2,0,cs10050214982582811423.csv
 1,1,0,2,1,10,1,4,14,39,1,1,3,11,5,0,0,0,cs11078916616454507699.csv
 0,0,1,0,1,0,3,4,2,31,0,1,7,11,0,1,2,1,cs10190347888564653492.csv
 1,0,1,1,1,7,3,4,14,94,1,3,5,7,5,1,2,1,cs11257450906575104291.csv
 2,0,1,1,0,0,2,6,14,77,4,3,3,9,5,2,1,1,cs10078096402878151754.csv
 1,1,1,2,0,3,2,3,14,0,1,0,3,2,5,2,2,2,cs10167809001919784355.csv
 2,0,1,0,0,3,1,1,13,68,4,1,1,11,1,2,0,1,cs10562196129230482995.csv
 1,0,0,1,1,9,3,5,14,25,3,6,1,11,3,1,1,1,cs10169006597806044006.csv
 1,0,0,0,1,12,2,2,2,92,0,0,6,11,4,1,0,1,cs10569203466159701468.csv
 2,1,0,0,1,3,1,6,8,73,0,5,0,11,5,0,0,1,cs11079845124675733948.csv
 1,0,1,0,0,11,2,5,3,66,1,1,1,7,6,1,0,1,cs11106158753844938329.csv
 1,0,1,2,0,6,0,2,8,42,1,3,9,10,5,2,1,1,cs10107210532961590452.csv
 2,1,0,1,0,9,1,1,14,7,1,1,6,10,1,2,0,1,cs10410111908387220694.csv
 0,1,0,0,1,0,0,6,1,24,4,7,5,9,1,2,2,1,cs10541296610797908144.csv
 1,1,0,1,1,10,1,0,14,54,2,7,3,2,6,2,1,1,cs10070264633714113507.csv
 2,1,1,2,0,6,0,2,6,9,2,10,9,4,3,0,0,1,cs10580493012353042916.csv
 1,1,1,0,1,3,1,2,14,29,2,7,4,2,2,2,1,1,cs10840710811328369618.csv
 2,1,0,1,1,1,1,4,14,38,3,7,0,1,4,2,1,1,cs10400232370656864384.csv
 2,1,1,1,0,12,1,2,14,40,0,4,6,11,5,0,1,0,cs10129814532012606965.csv
 0,0,1,0,1,8,1,5,5,12,3,8,7,11,0,0,2,0,cs11438469637604361081.csv
 1,1,1,0,1,8,0,2,5,45,3,7,9,11,6,0,1,1,cs10251226088933121657.csv
 0,1,0,1,1,3,0,4,14,34,4,4,2,10,3,1,2,1,cs10054877907532156233.csv
 2,1,1,0,0,6,2,6,11,73,3,5,7,11,5,1,0,1,cs11367025070660481553.csv
 2,0,1,2,1,2,3,0,14,10,1,0,0,11,6,1,0,0,cs10896772399679773213.csv
 1,1,1,2,1,2,0,3,4,64,2,1,8,8,5,1,2,0,cs11437493061649478896.csv
 1,0,1,1,1,5,2,2,10,79,2,4,2,11,4,1,1,2,cs10835128772303084582.csv
 0,0,0,1,0,8,2,5,14,16,4,7,8,11,1,0,0,2,cs10469512289561509014.csv
 2,1,1,0,0,5,2,4,14,81,3,7,1,11,6,1,1,0,cs11487774922665056842.csv
 2,0,1,0,1,2,2,0,14,38,0,8,1,7,0,2,2,1,cs11081170821293877194.csv
 2,0,1,2,0,0,3,5,6,99,0,9,0,6,2,0,1,0,cs10878884124795968833.csv
 0,1,1,2,1,11,3,5,14,51,0,4,8,11,4,2,0,1,cs11463244793405582859.csv
 1,1,1,2,0,13,0,4,9,93,3,1,9,11,4,1,2,0,cs11333759805412668107.csv
 1,1,1,1,0,9,1,2,2,94,4,7,6,11,5,1,0,1,cs11110018276457629539.csv
 2,0,0,0,1,1,2,0,14,80,2,4,8,1,3,0,2,1,cs10258299130198470107.csv
 0,1,1,1,0,4,1,3,14,21,2,10,1,11,4,1,2,1,cs10610673757522267469.csv
 1,1,1,0,1,3,0,0,14,30,0,3,7,9,2,1,1,0,cs11240118391443621877.csv
 1,1,1,1,1,5,2,3,14,58,0,10,1,3,6,1,2,0,cs10773679749765874384.csv
 2,1,1,1,1,11,1,3,14,9,2,5,2,11,6,2,0,0,cs1045839201317562619.csv
 1,0,0,0,1,9,2,2,0,11,4,10,2,4,5,2,1,1,cs11395540397782147443.csv
 0,0,1,0,1,0,3,3,9,37,3,10,7,6,4,0,1,1,cs10774389565176307642.csv
 1,1,1,2,1,6,3,2,1,87,0,9,7,11,4,2,2,2,cs10653040685487915468.csv
 1,0,0,1,1,12,0,6,14,93,0,9,0,11,2,2,2,0,cs11265217615486164246.csv
 0,1,1,0,0,3,0,5,14,10,3,10,3,11,2,0,0,0,cs10325095178629261544.csv
 0,1,0,1,1,13,0,3,9,53,3,9,2,11,4,2,1,2,cs10553802375049750322.csv
 0,0,0,0,1,4,3,6,14,34,0,1,0,11,5,0,1,0,cs11063334255616573511.csv
 2,1,1,1,0,6,2,3,4,71,2,8,9,7,2,0,2,1,cs10300776485123113572.csv
 1,0,0,0,0,0,0,5,14,53,4,7,9,2,6,1,0,2,cs10665073977760963623.csv
 0,1,1,1,0,4,2,6,14,22,1,1,0,11,1,1,2,0,cs10320590054431044307.csv
 1,1,1,2,0,3,0,2,12,41,3,5,8,8,6,2,0,1,cs11102498380632940903.csv
 2,1,0,1,1,7,3,3,7,75,3,7,9,11,5,0,2,2,cs10155453099001036380.csv
 0,1,0,2,0,7,0,5,14,38,0,0,7,11,6,0,1,0,cs10761924574965362244.csv
 1,1,1,2,1,7,0,4,14,50,0,5,2,2,2,0,1,0,cs10779741050417109815.csv
 0,0,1,2,0,2,2,2,4,100,2,5,0,7,6,2,2,2,cs10781581877539354891.csv
 0,1,1,0,0,9,1,3,14,80,0,1,8,8,1,1,1,1,cs11383563351240512084.csv
 0,1,0,2,0,4,0,6,14,71,3,8,5,9,3,2,2,0,cs1002243958055190550.csv
 1,1,0,1,1,4,2,4,14,68,1,3,7,11,2,0,2,0,cs10636637084375890929.csv
 2,1,1,0,1,2,2,4,14,36,2,6,2,6,1,0,0,2,cs10301599605482991051.csv
 1,1,1,1,0,10,0,6,1,99,1,10,0,2,6,0,0,1,cs10662978429463970567.csv
 0,1,0,0,0,4,0,6,8,101,3,4,1,2,0,2,0,1,cs10586232912421281676.csv
 1,0,1,2,1,7,0,3,14,103,4,5,9,11,0,1,0,0,cs11412349032322253953.csv
 2,0,1,1,0,5,3,2,14,104,2,6,5,3,1,1,1,2,cs10948485679818737297.csv
 2,0,0,1,0,10,1,4,8,109,3,4,4,0,1,1,2,2,cs10207785952223416616.csv
 2,0,0,2,1,2,1,4,14,102,2,1,1,4,4,0,1,0,cs1139154715905390204.csv
 0,0,0,0,0,4,1,3,14,17,0,8,1,1,0,0,2,2,cs11059598356122616964.csv
 2,1,1,2,1,10,2,1,14,73,1,2,5,5,3,0,1,0,cs10674611060151408992.csv
 2,0,1,1,1,13,0,2,6,62,0,8,7,10,6,2,0,1,cs11091291122108342827.csv
 2,1,0,0,1,9,1,6,8,19,0,4,2,4,4,0,1,2,cs11153053244694004017.csv
 2,0,0,0,0,12,3,0,8,14,1,4,6,2,1,0,2,0,cs11388590349602754297.csv
 1,0,1,0,1,9,3,4,14,104,1,1,0,11,6,0,0,2,cs10850363945176981932.csv
 1,0,0,0,0,7,1,6,14,21,2,8,9,11,5,2,0,2,cs10887609692140797018.csv
 0,1,1,1,1,11,2,0,0,5,2,8,0,11,5,1,0,1,cs11187908358974038866.csv
 1,0,1,2,1,4,1,4,14,40,4,8,6,8,0,2,0,0,cs10221135438945533923.csv
 2,0,0,2,0,9,0,1,14,97,1,9,7,6,5,2,0,1,cs11367926952229945949.csv
 1,0,1,1,0,8,0,5,4,53,4,6,5,6,0,0,2,1,cs10576106596009997672.csv
 0,1,1,2,0,1,0,4,13,109,0,5,5,11,3,2,2,2,cs11429899263631926817.csv
 0,1,0,0,0,13,1,4,14,38,2,1,6,11,4,0,1,1,cs11210710784539057939.csv
 0,1,1,2,1,10,2,2,6,28,0,2,8,3,1,2,2,0,cs11411804249972674304.csv
 2,0,1,0,1,1,0,3,14,63,2,2,9,11,1,0,2,1,cs10235143751538088921.csv
 0,0,0,1,1,11,2,3,14,48,4,7,5,6,6,1,0,2,cs10447071498747563519.csv
 0,1,1,1,1,9,2,1,12,12,1,8,1,11,4,2,2,2,cs10792812778569451876.csv
 1,0,1,0,1,9,3,5,14,77,1,4,2,11,2,0,0,0,cs10562823441554710952.csv
 0,0,0,0,0,13,0,0,3,9,2,0,8,9,4,1,0,2,cs10298233894196167341.csv
 0,1,0,2,0,2,2,0,14,92,1,3,4,11,0,1,2,2,cs10534007631134115167.csv
 1,0,0,0,0,4,0,6,10,16,2,9,5,4,1,2,2,0,cs10749436300093588680.csv
 1,1,1,1,1,2,2,4,8,1,0,5,5,9,1,0,1,1,cs10758461782154833330.csv
 2,0,0,2,1,12,1,1,14,29,2,5,4,11,5,1,0,1,cs10810612995926627034.csv
 1,0,0,0,1,5,3,2,12,14,0,2,4,8,2,1,1,2,cs10313216521016321892.csv
 0,0,1,1,0,0,2,4,14,85,2,2,0,7,4,1,0,0,cs11101289946941472580.csv
 0,1,0,2,1,7,0,1,5,86,3,2,5,11,6,1,0,0,cs10647224719322421700.csv
 0,0,1,2,0,1,3,3,3,108,4,6,4,10,6,0,2,1,cs11243872103305979180.csv
 2,0,0,0,0,13,3,1,14,46,1,1,7,11,3,2,1,2,cs10143864071390179268.csv
 0,1,0,1,0,3,3,3,2,15,1,6,3,3,4,2,2,1,cs10749241937262582357.csv
 2,0,1,0,0,1,0,5,14,71,2,6,0,11,5,0,0,2,cs1056819228049632590.csv
 2,0,0,1,0,0,1,5,14,12,2,0,7,11,2,2,0,1,cs11344537041514465370.csv
 1,0,1,0,1,7,0,0,12,13,1,10,4,2,4,1,2,0,cs1033058986109761778.csv
 2,0,1,1,0,2,3,2,7,46,1,4,6,11,5,1,2,0,cs11228181400452778734.csv
 1,1,1,1,0,9,1,1,14,6,4,2,8,3,4,2,1,0,cs10953341606774426864.csv
 1,0,0,2,1,5,3,2,0,72,2,2,0,11,1,0,0,1,cs10433537599246011514.csv
 2,0,0,0,1,2,0,1,2,88,4,9,2,10,5,1,0,1,cs10729369477662930132.csv
 0,0,1,2,1,13,1,1,14,70,0,3,0,11,3,2,2,1,cs11381954239776331513.csv
 2,1,1,1,0,7,1,6,5,14,1,0,3,6,2,0,1,1,cs10009352872467270837.csv
 1,1,0,0,0,3,1,0,11,2,4,0,1,7,3,2,1,2,cs10779933264640970294.csv
 1,0,0,1,0,8,1,3,14,4,4,0,8,11,3,1,1,0,cs1041129064993214383.csv
 0,1,0,2,0,1,1,1,14,14,2,9,8,5,1,1,0,1,cs10894544042686360580.csv
 0,1,0,0,0,6,3,6,14,90,1,7,3,10,6,2,0,0,cs10464923096464648178.csv
 1,1,0,1,0,9,1,0,14,48,4,0,5,11,2,0,2,0,cs11128263507216863964.csv
 2,0,0,0,0,11,1,3,6,103,2,8,3,4,1,0,2,2,cs11027727704758822538.csv
 1,0,1,1,0,0,2,0,14,67,4,6,5,6,2,0,0,1,cs11410738137183428275.csv
 2,1,1,0,1,7,1,3,14,93,0,3,2,6,5,0,1,2,cs11100317219079445339.csv
 2,1,1,2,0,8,2,0,8,80,2,9,4,0,2,2,1,1,cs11497077681490484507.csv
 2,0,1,0,1,7,0,0,14,101,1,9,0,11,2,0,1,1,cs10113540783110286507.csv
 0,0,0,2,1,7,0,0,14,17,2,7,5,5,6,2,2,2,cs10520460837956213575.csv
 2,0,1,2,1,7,3,3,13,16,1,4,7,10,2,2,0,1,cs10533563524044877205.csv
 1,0,0,2,1,4,1,5,3,25,1,4,7,5,6,0,2,0,cs10402310323043903217.csv
 1,1,1,2,1,1,0,4,8,69,3,4,0,11,4,0,1,2,cs11197868149964141088.csv
 1,0,1,0,1,5,3,0,2,42,0,7,8,2,3,1,1,0,cs10484568986947241990.csv
 2,0,0,1,1,0,1,5,12,45,3,7,4,5,3,0,1,1,cs1073854139092322198.csv
 1,1,0,2,1,11,0,2,2,4,1,1,6,11,4,1,1,2,cs10343047916694744349.csv
 2,1,0,0,1,11,2,2,14,53,1,4,3,11,5,2,0,1,cs10394299079324818169.csv
 2,0,1,1,0,4,2,2,14,5,4,1,2,11,3,0,1,0,cs1149399331195862334.csv
 0,0,1,1,0,0,0,4,10,95,3,10,8,3,6,0,0,2,cs11435333687251610670.csv
 1,0,1,2,1,1,2,6,14,23,2,4,2,1,5,1,1,2,cs10068754346360010256.csv
 1,1,1,1,1,0,0,1,14,88,1,7,1,11,1,0,2,1,cs10585548276548747387.csv
 0,1,1,2,1,2,2,0,1,49,1,1,6,11,0,0,0,0,cs11202939875121898479.csv
 2,1,0,2,0,10,0,5,5,91,4,0,8,11,1,2,0,0,cs10777353765730223060.csv
 2,1,0,0,1,9,1,5,5,53,1,7,8,5,3,0,2,0,cs11470556432355567151.csv
 0,1,1,0,0,8,1,1,14,109,0,4,8,0,2,2,1,2,cs1008276811896881365.csv
 1,0,0,1,1,1,2,2,14,74,4,10,1,3,6,2,2,2,cs10972292573810081679.csv
 2,1,1,0,1,13,2,4,14,34,3,0,3,11,0,2,2,0,cs1113121412202668922.csv
 0,0,0,0,0,8,2,3,2,83,0,3,7,1,3,1,1,1,cs10514522520725421080.csv
 2,0,0,1,1,2,0,3,14,59,0,2,4,11,1,2,2,0,cs10946858963170601693.csv
 2,1,0,2,1,10,2,6,8,37,1,2,0,11,2,2,0,1,cs11133497356480330217.csv
 1,1,1,2,0,3,1,6,14,61,4,10,8,7,2,1,0,0,cs11092161628212424834.csv
 0,1,1,1,0,9,1,0,14,31,2,7,7,11,1,1,2,1,cs11347588496223429251.csv
 1,0,0,1,0,0,3,5,1,43,0,5,3,8,2,1,0,0,cs11376051691217866645.csv
 1,0,1,0,0,3,3,2,10,85,3,1,0,11,3,2,0,1,cs11272325749563792324.csv
 1,0,0,0,0,7,0,2,14,63,1,3,2,11,2,0,2,0,cs10162636715082114571.csv
 2,1,0,1,0,0,1,4,14,32,3,6,9,8,0,0,1,1,cs10434413656241599504.csv
 2,0,1,1,0,6,0,5,8,73,0,1,6,11,4,1,1,1,cs11113101046550225995.csv
 1,0,0,1,0,13,3,1,14,16,1,9,2,4,0,2,0,1,cs11321964780921683325.csv
 1,0,0,1,1,9,3,2,10,79,4,0,8,11,4,0,1,0,cs10060275412840006346.csv
 2,0,0,0,1,6,3,6,14,94,3,10,1,11,1,0,1,2,cs10350589693663727355.csv
 0,0,0,0,1,4,1,5,1,16,3,0,2,0,6,1,2,0,cs10574673634023787433.csv
 1,0,1,1,1,3,2,1,3,2,0,1,0,7,3,1,0,0,cs11152005379725049237.csv
 1,1,1,1,0,1,1,4,14,98,0,8,3,11,0,1,0,1,cs10462776732244071343.csv
 1,0,1,0,0,12,1,3,14,9,4,6,2,11,6,2,1,0,cs11435399459240923534.csv
 1,1,1,2,1,1,0,6,14,42,1,5,3,11,6,2,2,0,cs10430904809051375041.csv
 0,0,0,1,1,5,0,5,0,90,3,2,9,11,1,0,1,2,cs1095595318584717359.csv
 1,1,1,2,0,7,3,5,0,3,0,7,3,11,5,0,2,2,cs11367477792029885442.csv
 0,1,0,2,1,3,3,0,12,73,2,2,1,2,5,0,2,1,cs10468832672547830731.csv
 1,1,0,2,1,13,0,2,13,39,2,2,7,11,2,0,2,1,cs10770492138208557571.csv
 2,0,1,1,1,12,1,1,2,57,2,2,2,11,5,2,0,2,cs10365069334177957658.csv
 2,0,1,0,1,6,0,5,4,92,1,2,5,11,2,2,2,1,cs1004093965691077765.csv
 2,0,1,2,1,0,0,5,13,6,1,4,0,11,4,2,1,0,cs10177668402538233714.csv
 2,1,0,2,1,9,2,6,14,107,0,3,7,7,5,0,0,1,cs11006050934231504629.csv
 2,1,1,2,1,13,0,5,14,102,1,2,6,7,0,0,2,2,cs10092431586123350992.csv
 2,0,0,2,0,10,2,3,14,2,1,2,0,11,5,2,0,0,cs10907943116894947851.csv
 2,0,1,1,0,5,2,6,6,44,0,6,7,7,1,1,0,0,cs10943100995328575097.csv
 0,1,0,1,0,5,2,6,11,65,1,6,7,2,1,1,0,0,cs10257768011455364692.csv
 1,1,1,1,0,1,1,0,3,74,4,5,8,10,4,2,0,0,cs1128458253082305281.csv
 0,0,1,2,0,13,2,1,14,40,0,7,1,11,2,2,1,0,cs10051281092872188830.csv
 1,1,1,0,1,1,1,5,13,18,0,2,8,7,3,1,2,0,cs10016794081263919125.csv
 1,1,0,2,0,3,1,0,1,108,4,2,7,11,3,0,2,1,cs10704694024371425194.csv
 0,0,1,2,1,6,3,3,0,11,2,3,6,5,5,2,2,0,cs11304947900358302294.csv
 2,1,0,1,0,6,0,6,4,44,0,8,6,11,4,1,1,2,cs10789595501259240190.csv
 2,1,0,2,0,11,2,2,14,73,1,5,0,1,1,0,1,1,cs10505423446033972537.csv
 2,0,1,2,0,12,3,4,11,66,2,4,5,11,2,2,2,0,cs10125017375036952437.csv
 0,0,0,1,1,4,2,3,14,105,4,1,4,11,0,2,1,0,cs10450164276821928911.csv
 0,0,1,0,1,3,3,4,14,3,2,1,9,11,4,1,1,1,cs10731735452766918576.csv
 0,1,0,1,0,12,1,5,9,63,0,0,4,11,6,0,2,0,cs11128486907259353969.csv
 1,1,0,1,0,7,2,0,14,58,2,7,6,11,2,1,1,0,cs11368183461708715805.csv
 2,0,1,1,0,9,1,4,14,1,3,6,2,11,1,0,0,0,cs10739178847327581677.csv
 1,1,1,1,1,9,2,6,12,15,1,8,2,11,5,1,2,2,cs1044284948868139511.csv
 2,0,0,0,0,1,0,4,6,34,2,2,6,7,1,1,2,1,cs1098469008109686558.csv
 2,1,1,0,0,11,0,6,14,90,0,7,0,7,0,2,2,2,cs10409098543317765786.csv
 1,0,0,0,0,9,2,0,14,28,2,10,4,5,3,1,0,0,cs10789964898752667468.csv
 1,1,0,0,0,6,0,2,4,56,2,1,6,7,6,1,0,2,cs11192220322581654620.csv
 1,0,1,2,1,0,3,3,14,46,1,3,3,4,6,1,1,2,cs10629386336749541016.csv
 2,0,0,0,0,2,1,1,12,64,0,10,1,4,3,0,0,0,cs10504022229818051631.csv
 2,0,1,2,1,9,3,0,14,29,0,8,0,8,3,2,1,1,cs11451642548702207157.csv
 1,1,0,2,1,13,2,3,14,82,2,2,3,8,1,0,1,2,cs11308966074704140231.csv
 2,1,0,2,0,6,1,1,14,98,4,6,8,0,0,1,0,2,cs1115946897994627264.csv
 1,1,0,0,0,1,2,0,14,48,4,9,1,5,1,1,0,2,cs10943855626585578941.csv
 2,0,0,1,1,13,3,3,1,23,0,8,7,11,6,1,0,0,cs10293691865748450729.csv
 0,0,0,0,0,3,1,0,6,31,1,7,8,0,1,1,2,0,cs10091977331869469416.csv
 1,0,1,1,0,12,3,4,14,98,2,3,7,11,6,0,1,1,cs10923614896690773819.csv
 0,1,1,1,0,1,1,3,3,18,4,6,5,0,2,0,0,0,cs11239641169050922727.csv
 2,1,1,0,1,8,0,4,13,26,0,2,5,11,6,1,1,2,cs11464521413365432860.csv
 1,1,0,2,1,9,1,1,14,34,4,4,4,11,5,0,1,2,cs10991739569152492784.csv
 2,1,1,0,0,12,3,1,14,30,3,5,4,6,1,2,2,2,cs10252758129817376668.csv
 0,0,1,2,0,10,1,6,14,77,0,2,7,9,4,2,0,0,cs10826226882878250209.csv
 1,0,1,0,0,0,3,3,14,48,3,8,3,5,4,0,1,0,cs10247539248199674155.csv
 1,1,1,1,1,13,0,2,14,73,3,3,7,10,6,1,2,2,cs11090301532610847690.csv
 1,1,0,0,0,8,2,2,14,46,4,0,4,11,4,1,1,1,cs1045360629399269969.csv
 2,1,1,1,1,11,2,6,8,14,3,10,0,2,3,0,2,0,cs1021920970349308920.csv
 2,0,0,2,1,3,3,6,2,42,3,1,2,6,2,1,1,1,cs10090447949195787413.csv
 1,1,0,1,0,10,1,5,14,79,1,4,7,9,2,2,0,0,cs105773704768325821.csv
 1,0,0,0,1,12,0,4,1,60,3,0,3,11,2,0,1,0,cs10840683351413338545.csv
 0,0,0,0,1,4,2,4,14,82,1,4,3,0,0,2,2,1,cs10636933250141052863.csv
 0,1,0,1,0,7,0,5,14,39,1,1,5,2,4,1,0,0,cs11407700772817557635.csv
 0,0,1,2,1,0,2,2,14,19,0,2,2,11,1,0,0,2,cs10454648180299489932.csv
 2,1,1,0,0,0,3,4,4,97,0,4,2,11,4,2,0,0,cs10962610486337761635.csv
 0,0,1,0,1,11,1,0,3,72,0,4,0,10,4,2,0,0,cs11429633161280122252.csv
 1,0,0,1,0,12,1,4,2,30,3,0,2,3,4,0,0,0,cs10306799664576636533.csv
 1,0,1,1,0,6,1,4,7,49,1,9,6,0,4,0,2,1,cs10062491558417780269.csv
 2,0,1,1,1,4,0,0,8,56,3,8,5,11,4,1,1,1,cs10767823186371268627.csv
 1,1,0,2,0,8,2,3,12,65,3,9,8,6,3,0,1,0,cs10584856580390871950.csv
 2,1,1,2,0,2,1,0,14,65,0,4,3,11,1,1,1,1,cs10846286231116512349.csv
 2,0,1,0,0,11,3,2,14,57,0,10,0,11,2,1,2,0,cs10067944270018821599.csv
 0,1,0,0,1,10,1,0,14,73,4,7,5,11,0,0,2,1,cs10026121417305977424.csv
 0,1,1,0,1,10,3,0,14,87,2,5,2,1,4,1,1,2,cs11251350326461413124.csv
 1,0,0,1,1,3,3,3,14,34,4,7,9,11,4,1,2,0,cs10639626783033845732.csv
 1,0,1,0,1,11,2,1,14,2,3,8,4,3,6,0,1,0,cs10354201297340561168.csv
 2,0,1,2,1,4,2,0,0,67,2,0,3,10,5,2,2,1,cs11167246413358112990.csv
 1,1,1,1,0,12,3,4,14,85,4,2,3,3,2,0,1,2,cs10989537161214720274.csv
 1,1,0,2,1,4,3,6,3,26,0,1,0,1,2,0,2,2,cs10484796403935426379.csv
 0,0,1,1,1,2,2,6,14,39,2,2,7,11,2,0,0,2,cs11148780511575412923.csv
 2,1,1,2,0,0,3,4,8,49,0,10,2,0,3,1,2,2,cs11363749186969292640.csv
 1,1,0,1,1,12,0,2,1,65,4,10,1,11,3,2,2,0,cs10177101186883654638.csv
 0,0,1,2,1,12,0,4,14,7,3,1,7,1,3,0,2,0,cs11353922047239823269.csv
 1,1,0,1,0,4,1,4,2,38,4,0,2,10,4,1,1,1,cs10128430499120406445.csv
 0,1,0,0,0,7,1,1,4,92,3,3,9,11,3,0,2,0,cs10953207606039192289.csv
 1,0,1,2,1,13,2,2,11,1,1,8,9,7,4,0,0,1,cs10307917168219945675.csv
 1,0,0,1,0,6,2,4,13,75,2,10,3,11,4,2,2,1,cs11312594643093140728.csv
 2,1,0,0,0,3,0,6,14,109,0,6,1,11,6,1,1,2,cs10674939481692019408.csv
 1,0,0,1,1,6,3,4,13,13,0,0,1,7,5,1,2,1,cs10643897309345068956.csv
 0,1,1,2,0,11,0,4,3,76,3,0,6,9,3,2,1,0,cs1010456921056873406.csv
 1,0,1,1,1,9,0,1,11,4,4,3,7,11,6,0,0,2,cs11288464082825962756.csv
 0,1,1,1,1,1,1,4,14,70,2,8,8,0,3,1,1,1,cs1006125155546367771.csv
 2,1,0,2,0,7,2,4,14,0,4,0,5,0,3,1,1,1,cs1113496428576681924.csv
 1,1,0,2,1,10,1,3,14,66,1,6,4,11,0,2,0,1,cs10839490358209692189.csv
 1,0,1,2,1,4,1,1,9,105,0,2,7,4,5,2,0,1,cs10585464896494390194.csv
 1,0,1,0,0,0,3,5,14,101,1,8,8,9,4,2,0,0,cs10287223634780440483.csv
 2,0,1,2,1,11,2,5,14,1,1,9,1,11,4,1,0,0,cs10762365806296903861.csv
 0,1,0,0,1,6,1,2,14,11,4,1,6,0,3,1,0,2,cs1030110120450675267.csv
 1,0,0,2,1,3,0,0,4,78,4,3,5,2,0,1,1,2,cs10205518034026485871.csv
 2,0,0,1,1,5,0,0,8,62,2,9,1,5,5,2,0,2,cs11378356477987792678.csv
 2,0,0,1,1,4,1,3,14,62,3,4,8,11,0,0,1,2,cs10368021279304808776.csv
 1,1,0,0,0,6,1,4,8,64,1,0,4,11,4,2,1,0,cs10708131628525762630.csv
 1,1,0,1,0,4,3,6,2,91,4,3,7,5,3,0,0,0,cs10772273882862745613.csv
 2,0,0,0,1,6,2,2,7,24,1,2,0,9,0,0,0,1,cs10428405448262326053.csv
 1,0,1,2,0,11,2,4,1,106,4,9,8,0,1,1,1,0,cs10443235453881981991.csv
 0,0,0,2,0,12,3,6,14,69,3,7,7,6,6,0,0,2,cs11296182011785011342.csv
 2,0,0,0,0,12,3,1,14,96,0,3,7,11,2,2,1,0,cs10742644642026336158.csv
 0,0,1,0,0,9,1,6,14,46,0,7,7,11,0,0,0,0,cs11469695345273033624.csv
 1,1,1,1,0,10,1,4,14,71,2,6,8,11,0,0,0,1,cs11334651905595866237.csv
 0,1,0,2,0,4,2,2,14,27,1,9,5,4,2,1,2,1,cs10535214899286348894.csv
 1,1,1,0,0,9,2,3,1,57,2,10,2,11,0,2,2,2,cs11201412627736516708.csv
 0,1,1,1,1,1,2,3,14,15,1,3,7,11,6,1,1,1,cs10714524002224211307.csv
 0,1,1,2,0,11,3,0,4,103,0,4,5,0,0,0,2,1,cs10646729669509288866.csv
 0,0,1,2,0,7,2,0,14,106,4,7,2,11,2,0,0,2,cs11202618204900756602.csv
