house	personality	herbology	quidditch rank
3	0	1.0	416.2478
3	1	1.0	596.77167
1	3	1.0	483.6825
1	3	1.0	451.10446
1	3	1.0	459.61404
0	2	1.0	567.87134
3	0	0.0	584.50525
0	0	0.0	581.83136
1	2	1.0	423.7695
3	2	1.0	608.63135
1	2	1.0	451.9485
1	3	1.0	465.35474
2	1	1.0	307.80396
3	1	1.0	411.29755
1	0	1.0	477.82635
2	1	1.0	351.3086
2	1	1.0	313.63232
3	1	1.0	575.8091
0	2	0.0	586.9228
0	0	0.0	587.5174
3	3	1.0	513.5943
0	1	1.0	589.05475
3	2	1.0	523.2588
1	2	1.0	462.48993
3	2	1.0	472.06934
0	1	1.0	602.406
3	0	0.0	551.87366
3	0	1.0	615.08716
3	1	1.0	495.3725
1	2	1.0	468.74554
3	0	1.0	473.19952
1	3	1.0	438.49225
0	0	0.0	571.81323
3	0	1.0	496.23932
3	1	1.0	469.4584
1	2	0.0	447.7121
0	1	0.0	572.86096
2	1	0.0	300.15295
3	0	0.0	515.3807
0	2	1.0	585.3085
3	2	1.0	585.35205
3	1	1.0	518.993
1	2	1.0	479.94424
1	2	1.0	431.35217
3	1	1.0	417.0183
3	0	1.0	617.1968
3	2	1.0	488.8226
0	1	1.0	588.6252
1	2	1.0	494.59067
1	2	1.0	453.01077
2	1	1.0	356.03906
0	1	0.0	595.7178
2	1	0.0	313.61002
1	3	1.0	462.55615
0	0	1.0	575.1241
1	1	1.0	423.10715
2	0	1.0	284.5794
0	1	0.0	576.6989
3	2	1.0	443.54507
0	1	1.0	621.82855
2	1	0.0	269.45502
0	0	0.0	533.38104
0	0	0.0	583.3915
0	0	1.0	565.7999
1	2	1.0	455.86368
2	2	0.0	311.5533
0	2	0.0	582.79205
0	0	1.0	557.42725
2	0	1.0	307.07144
0	1	1.0	578.9637
0	1	0.0	580.0344
2	1	1.0	300.04703
0	0	1.0	589.0569
2	0	1.0	214.96088
1	0	1.0	449.64014
3	3	0.0	509.59247
2	1	1.0	238.4532
1	3	1.0	454.05692
3	3	1.0	489.0946
1	3	1.0	451.84998
2	0	0.0	311.18045
3	2	1.0	500.58868
0	1	0.0	531.47125
0	0	0.0	502.20703
3	2	1.0	417.0838
0	1	1.0	573.1357
1	3	1.0	429.43533
3	0	1.0	504.7332
1	3	1.0	496.0436
3	0	1.0	527.2135
3	3	1.0	540.9582
0	0	0.0	571.70294
3	1	1.0	523.237
2	0	0.0	352.49536
2	1	0.0	339.9439
1	3	1.0	453.67456
1	2	1.0	466.33435
1	2	1.0	435.8385
2	1	0.0	248.39453
2	0	1.0	323.45776
3	1	1.0	489.9673
3	2	1.0	468.6485
0	1	0.0	605.2067
3	2	1.0	480.37146
0	1	0.0	596.6568
3	0	0.0	584.33887
2	2	1.0	361.93753
3	0	1.0	399.2783
2	1	0.0	306.4516
0	1	1.0	579.798
2	0	1.0	326.18668
3	1	0.0	539.2399
2	0	1.0	285.27338
1	3	1.0	458.24008
0	1	0.0	542.1747
0	1	1.0	581.8773
3	2	0.0	508.90753
0	1	0.0	587.954
2	0	1.0	328.80627
2	0	1.0	287.23898
1	3	1.0	449.99313
2	1	0.0	312.32263
2	1	0.0	228.38683
2	1	0.0	295.4322
3	1	1.0	407.20468
0	0	0.0	586.81775
2	1	0.0	310.81937
2	1	1.0	323.65585
2	0	0.0	263.608
0	0	0.0	582.44684
0	1	0.0	579.38715
0	0	0.0	555.6296
2	1	0.0	330.74933
1	0	0.0	431.1807
0	2	0.0	599.96857
3	2	1.0	488.07965
2	0	1.0	338.35046
0	0	1.0	578.9822
1	3	1.0	487.41354
2	2	0.0	262.6222
2	2	1.0	263.078
3	0	0.0	475.21085
3	1	1.0	573.9038
2	0	1.0	286.02002
0	0	0.0	588.9692
0	1	1.0	548.2
2	0	0.0	346.79422
2	0	1.0	240.17264
2	2	0.0	306.4668
2	1	0.0	327.47943
3	0	1.0	433.21408
1	3	1.0	506.6061
1	2	0.0	460.03632
1	3	1.0	438.70172
0	2	0.0	543.20166
3	2	1.0	499.18518
0	1	1.0	589.31635
0	2	1.0	604.40533
1	3	1.0	449.4476
2	0	1.0	358.27136
0	1	1.0	548.1174
1	1	1.0	443.07248
0	1	1.0	553.20325
1	3	1.0	487.41342
1	0	1.0	463.68393
2	0	1.0	361.90005
0	1	1.0	589.97205
3	0	1.0	481.45465
0	1	0.0	553.7938
1	3	1.0	464.03668
1	3	1.0	513.9633
3	1	0.0	558.86835
1	2	1.0	484.2401
2	2	0.0	293.8443
3	2	1.0	505.96664
2	0	1.0	351.47116
2	0	1.0	303.3061
0	2	0.0	628.3357
1	3	1.0	456.6588
3	2	1.0	448.31772
1	2	1.0	436.56775
0	0	1.0	572.73584
1	2	1.0	463.96136
3	1	1.0	519.91235
2	2	0.0	274.7514
2	0	0.0	318.76843
3	1	0.0	647.7692
1	2	1.0	472.29617
1	2	1.0	458.70572
0	0	0.0	585.2512
1	3	1.0	478.75742
3	2	1.0	553.909
1	3	1.0	473.77078
2	3	1.0	277.16867
1	2	1.0	478.07846
0	1	1.0	605.1241
0	1	1.0	569.5842
1	3	1.0	448.9933
3	2	1.0	530.78796
0	0	0.0	546.39197
0	0	0.0	582.91656
3	2	1.0	463.80692
0	3	0.0	622.0544
2	1	1.0	319.5641
2	1	0.0	293.94934
3	2	1.0	485.55182
2	1	0.0	283.54248
0	1	0.0	560.38214
3	2	1.0	434.6567
1	3	1.0	473.58447
1	3	1.0	482.61655
2	0	1.0	277.85092
0	2	0.0	581.2257
0	2	1.0	600.1165
3	1	1.0	584.73865
1	1	1.0	466.34418
0	2	1.0	580.7385
2	1	0.0	298.33624
1	3	1.0	450.02823
2	0	1.0	286.52036
0	0	0.0	627.81573
2	1	0.0	296.41647
0	2	0.0	607.09894
3	0	1.0	422.15073
3	0	1.0	542.5254
3	1	1.0	558.0798
0	1	1.0	586.3707
0	1	1.0	582.76666
3	2	1.0	578.9913
3	1	1.0	529.2018
2	1	0.0	355.10577
1	0	1.0	456.8509
1	2	1.0	498.5399
3	3	0.0	394.37686
2	1	1.0	312.35724
0	1	1.0	609.6903
1	2	0.0	492.40436
2	0	1.0	281.37766
2	1	1.0	299.99805
2	1	0.0	326.57693
0	0	0.0	553.6848
1	2	1.0	423.65152
3	1	1.0	547.8372
2	1	0.0	296.76602
0	1	0.0	570.65106
2	2	1.0	292.3778
2	2	0.0	327.3683
0	1	0.0	567.3787
1	3	1.0	451.1747
2	1	1.0	264.63333
3	2	0.0	455.0722
3	1	1.0	501.993
2	0	1.0	233.84964
0	0	0.0	612.9924
0	0	1.0	584.7112
1	3	1.0	435.77554
2	2	1.0	309.0418
0	0	0.0	603.96173
1	2	1.0	462.30783
3	2	1.0	492.58102
1	2	1.0	461.36725
3	2	1.0	488.52545
1	2	1.0	473.46094
0	0	1.0	601.74603
2	0	0.0	312.20236
3	2	1.0	497.21158
0	0	1.0	549.47504
1	3	1.0	482.6367
3	2	1.0	485.9985
2	1	1.0	298.11633
1	3	1.0	452.54242
1	3	1.0	465.64044
2	1	0.0	294.83154
0	1	0.0	551.1462
1	2	1.0	464.38632
1	2	1.0	481.28568
0	0	0.0	581.9167
3	1	1.0	496.82465
3	1	1.0	558.41705
2	1	1.0	371.4366
1	2	1.0	431.40543
0	1	0.0	538.7389
3	1	1.0	496.4015
2	3	0.0	294.7397
1	2	0.0	482.13678
3	1	0.0	395.5343
0	1	0.0	576.15845
3	1	0.0	562.11664
0	1	0.0	598.5288
0	0	1.0	543.8699
1	3	0.0	431.49194
1	2	1.0	442.5935
1	2	1.0	496.38266
1	2	1.0	480.1238
1	3	1.0	456.16687
0	0	1.0	583.6094
3	2	1.0	512.39197
3	3	1.0	418.27264
0	1	0.0	595.9215
0	0	1.0	624.80286
1	3	1.0	477.02463
2	1	1.0	312.0635
1	3	1.0	488.28326
0	3	0.0	580.17365
0	1	0.0	591.2951
3	0	1.0	525.31616
0	0	1.0	579.44885
0	1	1.0	592.6222
3	2	0.0	392.9962
3	1	0.0	518.7021
0	0	0.0	576.54956
2	1	1.0	320.18805
1	3	1.0	444.3576
2	1	1.0	298.47427
1	2	1.0	476.8455
2	0	0.0	223.9885
0	1	0.0	601.4835
3	2	1.0	493.75998
2	0	1.0	290.91885
1	2	0.0	437.9545
2	0	1.0	241.20372
0	2	1.0	530.1714
0	0	0.0	534.482
0	1	1.0	576.3114
0	0	0.0	613.4321
2	0	0.0	292.79343
3	2	1.0	503.28494
2	0	0.0	292.72992
2	1	1.0	348.546
3	2	1.0	465.552
2	2	0.0	309.43622
1	2	1.0	476.5785
3	0	1.0	510.69785
2	1	0.0	307.9658
3	1	0.0	533.08624
3	0	1.0	493.15753
2	0	1.0	264.39554
2	1	0.0	297.7361
0	1	1.0	607.39325
0	2	0.0	608.3212
3	3	0.0	501.87537
0	1	1.0	563.61505
2	1	1.0	274.42593
1	3	1.0	468.7465
2	0	1.0	306.77567
0	0	0.0	572.87225
2	2	1.0	257.6013
3	0	1.0	533.8174
2	1	0.0	259.46475
1	3	0.0	473.19656
1	2	0.0	489.98782
1	2	1.0	491.81387
1	3	0.0	461.6281
2	2	0.0	273.832
1	3	1.0	455.2847
0	0	1.0	571.1801
1	3	1.0	486.28125
0	0	1.0	621.5932
2	2	0.0	299.0703
1	2	1.0	471.1258
2	2	1.0	288.71576
1	3	1.0	487.93124
2	0	0.0	315.31497
1	3	1.0	432.38715
3	2	1.0	545.23956
2	2	0.0	300.3856
1	2	1.0	474.0893
2	2	0.0	317.51123
3	1	0.0	457.11768
0	1	0.0	524.4057
2	3	1.0	288.62222
3	2	1.0	517.55756
0	1	1.0	616.30225
2	1	0.0	327.85498
3	1	1.0	462.05112
2	3	1.0	314.07483
0	1	1.0	546.10974
1	3	1.0	451.19846
2	0	0.0	319.53845
3	1	1.0	478.34943
1	1	1.0	456.04492
0	0	0.0	559.61816
1	2	1.0	437.56924
3	1	1.0	558.8263
1	3	0.0	484.15054
3	0	1.0	469.653
2	2	1.0	339.21234
3	0	1.0	483.60135
3	0	1.0	545.80994
3	1	1.0	420.72327
0	1	0.0	600.2817
0	2	0.0	608.1388
1	3	1.0	477.37585
3	2	1.0	505.95505
1	3	1.0	458.1703
1	3	1.0	449.60577
0	2	0.0	592.9979
3	0	1.0	538.15356
3	2	1.0	556.41455
1	2	1.0	457.24734
0	1	1.0	574.4199
1	3	1.0	441.18695
3	2	1.0	485.2285
0	0	1.0	595.70154
3	0	0.0	480.76108
0	2	0.0	563.46075
2	1	0.0	273.1256
0	0	1.0	595.0313
0	1	1.0	605.4962
1	2	1.0	456.72635
0	2	0.0	594.89056
2	0	0.0	289.5169
0	2	0.0	580.6773
2	1	0.0	351.7472
2	0	1.0	277.01947
2	1	0.0	254.40247
2	1	0.0	353.67615
1	2	1.0	442.01956
0	1	1.0	524.4683
2	0	0.0	298.4724
1	3	1.0	478.6536
0	1	1.0	578.8462
3	2	1.0	447.1543
0	1	1.0	584.8216
1	2	1.0	449.83206
2	1	1.0	293.76285
2	0	1.0	349.8165
0	2	1.0	576.5438
1	1	1.0	440.64096
2	0	1.0	284.34604
3	3	1.0	509.56006
2	0	1.0	336.08472
0	2	0.0	576.34436
1	3	1.0	448.3022
2	0	1.0	252.9726
0	0	0.0	581.64307
1	3	1.0	483.26697
1	2	0.0	431.46545
3	2	1.0	577.225
1	2	1.0	430.13617
2	1	1.0	341.82996
3	1	1.0	527.0035
3	0	1.0	521.9168
3	2	1.0	487.59457
3	2	1.0	499.07535
1	3	1.0	448.4958
1	1	1.0	485.60483
1	3	1.0	425.78635
3	2	0.0	596.4638
0	0	0.0	568.6116
0	1	0.0	576.54504
0	0	0.0	558.3967
0	0	0.0	646.4256
1	3	1.0	443.91492
1	3	1.0	446.23117
3	2	1.0	468.98413
0	0	1.0	582.1332
1	2	1.0	435.76407
2	1	0.0	284.2342
0	0	0.0	592.234
1	3	1.0	420.66132
3	1	1.0	530.2173
0	1	0.0	598.7764
3	2	1.0	435.69843
0	0	0.0	573.38416
2	1	0.0	292.90674
0	1	0.0	586.96515
2	0	1.0	377.2225
3	1	1.0	557.1317
0	1	0.0	551.2781
1	2	1.0	463.72043
2	2	1.0	275.79324
1	3	1.0	499.16324
1	2	1.0	431.5464
2	2	1.0	352.88605
2	0	0.0	319.41763
3	2	1.0	460.8111
0	1	1.0	607.3825
2	0	0.0	350.3521
0	2	0.0	546.53455
0	0	0.0	597.9155
2	2	1.0	336.19485
0	0	1.0	575.25867
1	3	1.0	462.22485
3	1	0.0	496.28528
3	3	1.0	473.9844
2	1	0.0	304.06387
0	0	0.0	593.2143
2	1	0.0	321.4169
2	0	1.0	292.464
1	0	0.0	442.41132
1	1	1.0	442.93448
2	1	1.0	324.26184
0	3	1.0	589.0207
2	0	0.0	337.49896
0	1	0.0	586.37134
2	1	0.0	245.87982
2	0	1.0	269.0332
3	2	1.0	504.1965
1	2	1.0	448.313
3	2	1.0	527.41956
2	0	1.0	256.4024
2	3	1.0	263.00287
2	3	0.0	305.8413
0	1	0.0	565.9704
1	3	1.0	446.7781
0	0	1.0	575.1471
1	2	1.0	464.35352
0	2	0.0	565.5075
1	2	1.0	455.2499
2	1	1.0	289.8583
1	2	1.0	463.72757
1	2	1.0	422.28772
0	1	1.0	582.03503
3	3	1.0	504.79718
2	1	1.0	304.3218
1	3	1.0	471.51068
0	2	0.0	544.57355
3	1	0.0	497.9239
0	0	0.0	584.7033
1	2	1.0	462.2581
1	0	1.0	467.65408
2	2	1.0	303.9685
3	1	0.0	510.74463
3	0	1.0	477.36682
1	2	0.0	486.03555
1	1	1.0	468.17126
1	1	1.0	480.1288
1	3	1.0	438.86523
3	2	1.0	471.3033
3	0	1.0	454.64886
3	2	1.0	425.93585
2	1	0.0	267.89032
0	3	1.0	574.3183
3	2	1.0	472.7041
1	2	1.0	470.89557
2	1	1.0	355.613
0	1	0.0	560.05963
3	3	0.0	397.35422
2	2	0.0	284.71393
3	0	1.0	488.6126
3	3	1.0	482.83954
0	1	0.0	573.8593
2	0	1.0	293.2696
3	2	1.0	556.1054
0	1	0.0	518.06415
2	2	1.0	287.97592
1	3	0.0	466.99164
3	1	0.0	452.82455
3	2	1.0	426.503
0	1	0.0	649.5152
2	1	1.0	307.38705
0	0	1.0	581.47974
1	2	0.0	459.4312
2	1	0.0	347.33447
1	2	1.0	463.00183
1	1	1.0	456.65283
2	2	0.0	325.849
1	3	1.0	484.86218
3	2	1.0	529.1515
3	2	1.0	422.98813
3	0	1.0	517.735
1	2	1.0	412.2378
1	2	1.0	484.5513
2	1	1.0	326.68912
0	0	0.0	599.1707
2	0	1.0	339.06445
2	0	1.0	288.3384
0	2	0.0	557.81647
3	2	1.0	508.64142
1	3	1.0	462.33664
3	2	0.0	496.75125
1	2	1.0	469.90085
0	0	0.0	592.3087
3	1	1.0	468.2611
3	1	1.0	352.34335
3	2	1.0	504.32877
3	0	1.0	532.2445
3	1	1.0	549.95026
1	3	1.0	453.27713
3	1	0.0	474.42206
1	2	1.0	469.09442
3	0	1.0	521.37463
2	2	1.0	318.36832
1	3	1.0	412.94318
0	0	0.0	544.4252
2	1	1.0	261.659
1	3	1.0	440.5799
0	2	0.0	597.8909
3	2	1.0	496.41113
3	2	1.0	485.27203
0	0	1.0	585.821
1	3	1.0	434.9068
1	1	1.0	495.0862
0	0	0.0	584.8981
3	0	1.0	439.2312
0	2	0.0	549.51
3	2	1.0	488.0375
0	0	0.0	586.82605
1	3	1.0	480.4196
3	2	1.0	460.71097
3	0	1.0	561.2096
0	0	0.0	560.87897
1	2	1.0	470.21368
2	1	0.0	225.68346
0	0	0.0	551.62866
1	1	1.0	469.25784
3	0	0.0	581.1728
3	2	1.0	483.96356
3	0	1.0	472.5625
3	2	1.0	568.0572
2	2	0.0	297.21655
2	0	0.0	252.59393
1	3	1.0	467.56097
2	1	1.0	289.19614
0	1	1.0	562.2748
1	2	1.0	462.2651
2	1	1.0	249.21915
1	2	1.0	457.498
1	2	1.0	433.00125
0	1	0.0	559.0633
2	1	0.0	316.31628
1	2	1.0	455.0985
2	1	1.0	333.16922
2	2	1.0	323.14618
2	1	0.0	309.90274
1	0	1.0	447.95474
3	2	1.0	556.56934
0	2	0.0	560.3606
1	2	1.0	461.47498
3	2	1.0	547.48584
2	0	0.0	289.62378
3	0	1.0	513.96094
0	0	1.0	601.6081
3	2	1.0	477.59583
3	3	1.0	491.35883
2	1	1.0	311.7929
3	3	1.0	500.08456
2	0	0.0	300.46848
3	2	1.0	503.99066
2	1	1.0	236.35156
0	0	0.0	561.8624
2	0	0.0	295.21124
3	1	0.0	558.1463
0	1	1.0	548.7378
0	1	1.0	529.6016
2	1	0.0	343.09866
3	3	0.0	562.79114
1	3	1.0	450.03314
2	1	0.0	271.15396
1	2	1.0	439.30392
3	3	1.0	436.02814
0	3	0.0	591.81775
0	0	0.0	608.9803
2	1	1.0	251.00587
3	2	1.0	544.60254
3	1	1.0	487.0542
3	2	1.0	506.06046
0	2	0.0	554.5678
0	2	0.0	585.6769
2	0	0.0	332.4866
1	2	1.0	475.92416
1	3	1.0	478.6437
2	2	0.0	260.3079
3	1	1.0	570.01526
1	2	1.0	451.50452
2	2	0.0	241.30856
1	2	1.0	483.2124
0	0	0.0	592.3329
1	2	1.0	498.16382
3	2	1.0	547.0627
2	2	1.0	323.60428
1	3	1.0	462.60397
0	1	1.0	562.32043
0	0	0.0	601.5712
0	0	0.0	571.5566
1	2	1.0	456.98087
2	0	1.0	345.4388
3	2	1.0	547.483
3	0	1.0	443.1525
1	3	1.0	450.8798
2	1	1.0	289.7674
0	2	0.0	594.8056
3	0	1.0	419.55316
1	3	0.0	475.93845
2	1	1.0	303.09778
3	0	0.0	584.3488
2	3	0.0	316.2997
0	2	1.0	567.20734
2	1	1.0	280.23267
0	2	1.0	580.69
2	0	0.0	302.07944
3	0	1.0	582.4186
0	1	0.0	588.34595
3	2	0.0	456.9917
0	1	0.0	609.1041
0	3	0.0	571.8747
3	1	1.0	478.71045
0	2	1.0	556.6006
2	1	1.0	299.57715
0	1	1.0	559.32196
0	1	0.0	586.3027
1	3	1.0	449.20547
3	2	0.0	524.35126
0	1	1.0	566.3316
2	2	0.0	304.62338
0	0	1.0	588.84235
0	0	0.0	624.5673
2	1	0.0	351.103
1	3	1.0	478.17935
2	0	0.0	344.82895
3	1	1.0	515.32355
3	2	1.0	513.4007
2	1	1.0	322.54794
1	3	1.0	488.75604
3	3	1.0	470.0652
0	0	0.0	547.6861
3	1	1.0	499.38647
3	0	1.0	434.8646
3	0	0.0	529.5048
2	3	1.0	291.71136
2	1	0.0	284.64426
1	2	1.0	445.4857
0	1	0.0	587.60425
0	0	1.0	607.11694
1	2	1.0	423.04474
3	1	1.0	483.1676
3	2	1.0	395.40414
1	3	1.0	503.7017
1	3	1.0	473.82806
1	3	1.0	431.79517
0	1	1.0	625.67505
2	0	1.0	266.19016
3	2	1.0	511.84213
2	0	0.0	349.19846
3	3	1.0	400.51105
1	3	1.0	444.7161
3	0	1.0	448.59344
1	3	1.0	469.75397
3	0	0.0	481.3232
2	0	0.0	296.8074
3	3	1.0	541.9639
2	1	0.0	281.36523
1	3	1.0	471.97913
0	3	0.0	574.2715
2	1	0.0	269.47705
3	1	1.0	547.8222
3	2	1.0	453.92584
0	2	1.0	596.6179
2	2	1.0	303.2279
1	2	1.0	414.97406
3	2	1.0	571.1687
0	2	0.0	596.3947
2	1	1.0	287.7152
0	0	0.0	586.61633
2	0	0.0	283.5804
3	0	1.0	503.33624
3	1	1.0	485.7573
0	3	0.0	594.78375
3	2	1.0	472.12064
2	3	0.0	283.76843
3	2	0.0	494.92206
0	1	0.0	551.3207
2	2	0.0	367.7963
0	1	1.0	550.39264
3	2	1.0	474.50342
3	2	1.0	504.63016
0	0	0.0	584.1201
3	1	1.0	486.9767
0	1	1.0	578.97546
1	3	1.0	446.75287
1	2	1.0	440.8799
3	1	1.0	470.22385
0	0	1.0	552.7549
1	0	1.0	442.76523
1	3	1.0	485.94473
1	2	1.0	463.8176
0	2	0.0	569.393
1	2	1.0	469.00195
1	3	1.0	456.33157
3	2	0.0	502.8293
1	3	1.0	435.92395
1	2	1.0	432.82828
3	0	1.0	490.3118
2	0	1.0	281.4437
1	3	1.0	465.30005
1	3	1.0	444.30444
1	3	1.0	458.47714
0	1	1.0	595.87463
2	0	0.0	255.74619
3	1	1.0	448.37476
0	2	0.0	571.7271
3	2	0.0	456.20767
1	1	1.0	442.17255
0	1	1.0	565.1399
3	1	1.0	533.4862
2	2	1.0	332.7152
1	3	1.0	469.33398
0	0	1.0	607.8668
0	0	1.0	533.39185
1	2	1.0	452.2755
3	0	1.0	484.54123
2	2	0.0	289.38538
1	2	1.0	450.46658
1	2	1.0	423.90967
3	2	0.0	430.94012
0	1	1.0	597.4928
2	0	0.0	314.07416
1	3	1.0	448.7384
2	0	0.0	311.5461
3	0	1.0	520.9671
0	2	0.0	602.69446
2	1	0.0	310.5021
2	1	1.0	257.2646
0	0	0.0	590.88916
2	1	1.0	308.79706
2	0	0.0	359.82516
0	0	0.0	569.25165
2	0	1.0	268.82397
0	1	0.0	546.08716
1	2	1.0	467.64587
0	1	0.0	557.6843
2	0	0.0	400.99976
2	1	0.0	284.10837
0	1	0.0	592.11926
2	1	1.0	263.31946
3	2	1.0	430.06903
3	0	0.0	477.24487
1	2	0.0	468.29556
2	1	0.0	292.7151
1	2	1.0	492.5401
1	3	0.0	465.56396
1	2	0.0	460.42444
0	0	0.0	588.55707
1	3	1.0	457.54797
3	2	1.0	507.5656
2	0	1.0	310.2208
0	0	0.0	505.8938
0	3	1.0	602.02936
1	3	1.0	451.6506
3	2	1.0	463.5005
2	1	0.0	344.11246
0	0	0.0	558.0297
3	2	1.0	467.66943
1	3	1.0	479.4522
2	2	0.0	325.04004
3	1	1.0	562.27484
3	2	1.0	467.35724
3	2	1.0	495.82248
3	2	1.0	394.52612
2	1	1.0	251.37114
3	3	1.0	478.18423
3	1	1.0	535.4734
2	0	1.0	299.03946
1	3	1.0	507.62683
1	3	1.0	481.7706
0	1	1.0	561.92346
0	1	1.0	602.1565
2	0	1.0	327.85037
1	1	1.0	494.41125
0	1	1.0	621.9906
0	3	1.0	558.9923
0	1	0.0	557.6301
1	2	1.0	478.1257
0	1	0.0	562.72144
1	0	1.0	458.20078
3	1	1.0	507.86368
3	0	0.0	499.15714
1	1	1.0	430.81995
1	3	1.0	463.8476
2	1	1.0	292.05127
0	0	0.0	595.4416
1	3	1.0	467.28323
2	0	0.0	320.6944
3	1	1.0	481.25146
3	0	1.0	466.9739
1	2	1.0	512.7674
2	2	0.0	283.7126
1	3	0.0	467.6008
3	2	1.0	521.19196
3	2	1.0	510.44727
0	3	0.0	574.9078
3	3	1.0	448.65918
3	2	1.0	404.20917
3	2	1.0	537.56
2	2	0.0	280.44675
3	0	1.0	533.0114
3	0	0.0	443.2534
1	2	1.0	443.85266
3	2	1.0	488.35352
0	1	0.0	569.778
0	0	0.0	557.2736
1	2	1.0	442.8174
0	1	0.0	579.8078
3	3	1.0	572.05334
0	0	0.0	608.2334
3	1	1.0	484.91068
2	0	1.0	302.29865
1	3	1.0	452.98016
0	1	0.0	595.0702
2	2	0.0	335.8432
3	0	1.0	465.6849
2	0	0.0	367.15295
1	2	1.0	443.45505
0	1	1.0	566.4006
1	3	1.0	422.28015
0	0	1.0	591.558
1	2	1.0	448.54004
3	2	0.0	441.7731
1	3	1.0	473.34048
2	1	1.0	317.55658
3	3	1.0	499.89053
3	1	1.0	443.54282
1	0	1.0	463.01746
1	3	1.0	458.00473
2	2	1.0	283.49936
3	2	1.0	522.85236
3	1	1.0	572.42285
0	0	1.0	582.70416
1	1	1.0	462.53824
0	1	0.0	593.9827
3	0	0.0	487.45288
3	3	1.0	479.88028
3	1	1.0	425.03064
3	2	1.0	500.88898
1	1	1.0	463.6381
2	2	0.0	239.78871
1	3	1.0	407.2737
2	0	1.0	342.65244
1	3	1.0	463.3835
1	0	1.0	414.22903
2	1	0.0	287.06653
2	0	0.0	248.93243
0	0	1.0	582.10095
0	2	0.0	556.42206
0	1	1.0	562.26935
1	3	0.0	500.70386
0	1	0.0	590.7874
2	0	0.0	286.28217
0	0	1.0	581.6357
2	1	1.0	226.04214
3	2	1.0	476.22888
0	0	0.0	561.1925
1	3	1.0	446.4387
0	2	0.0	609.61865
3	2	1.0	464.46924
0	0	1.0	511.78598
1	3	1.0	469.03882
0	1	1.0	575.708
1	2	1.0	441.94122
2	1	1.0	301.59305
1	2	1.0	509.14807
0	1	0.0	587.91595
1	2	1.0	491.51996
3	1	0.0	436.6639
0	0	1.0	580.02716
0	1	0.0	588.9118
2	1	0.0	319.77255
0	1	0.0	540.8684
1	3	1.0	456.1028
1	2	1.0	451.05084
0	0	1.0	568.1232
1	2	1.0	463.07043
3	0	1.0	469.64285
0	0	0.0	586.3284
0	1	1.0	589.3278
1	3	1.0	471.4228
3	3	1.0	553.51306
0	0	0.0	570.61774
1	3	1.0	482.0288
1	3	1.0	445.29837
0	1	0.0	572.0024
2	1	1.0	247.59673
0	2	0.0	613.66345
3	0	0.0	471.97488
1	3	1.0	461.51648
3	2	1.0	463.68243
2	1	0.0	323.0582
0	2	0.0	558.9899
2	0	0.0	298.1325
0	1	1.0	600.9845
1	1	1.0	476.97617
2	0	0.0	275.80624
3	1	1.0	475.9731
1	3	1.0	449.9626
0	0	0.0	554.21216
0	0	1.0	576.3612
0	0	0.0	550.83484
2	0	1.0	311.6103
1	1	1.0	458.69736
2	0	0.0	277.21317
3	2	1.0	502.01627
0	0	0.0	591.00854
2	0	1.0	303.3313
3	2	0.0	413.05643
0	1	0.0	576.6504
1	3	1.0	443.6265
3	0	0.0	515.30664
0	2	0.0	576.73914
1	2	1.0	467.4497
3	1	1.0	466.51965
1	1	1.0	485.45517
1	0	1.0	440.48373
0	0	1.0	573.2928
3	1	1.0	533.56415
3	2	1.0	482.94196
3	2	1.0	551.468
0	1	0.0	583.2648
3	0	0.0	509.25964
1	3	1.0	411.61652
0	2	1.0	578.8179
2	1	1.0	319.48605
0	2	1.0	612.46857
3	3	1.0	504.21606
2	0	0.0	336.87683
0	2	0.0	601.09644
2	1	1.0	280.38184
3	0	1.0	440.72812
3	0	1.0	474.2083
0	0	0.0	549.7754
2	1	0.0	273.4142
1	2	1.0	455.54593
3	2	1.0	462.63467
3	2	1.0	438.99796
1	3	1.0	432.8024
2	0	1.0	235.07018
3	1	1.0	507.83325
1	2	1.0	466.40082
0	0	0.0	543.33984
1	3	1.0	497.68802
1	3	1.0	462.4995
2	1	0.0	364.63464
1	2	1.0	469.9932
3	0	1.0	485.32007
0	1	0.0	572.0313
0	0	1.0	609.29645
1	3	1.0	459.10007
3	1	1.0	489.56396
2	1	0.0	332.84372
0	0	0.0	559.6409
1	3	0.0	468.39478
2	0	1.0	268.9846
1	3	1.0	446.42804
0	1	0.0	608.8407
2	2	1.0	337.49146
3	2	1.0	608.63763
0	3	1.0	550.68933
2	2	0.0	293.3375
0	2	0.0	575.5249
0	1	0.0	576.9189
3	2	1.0	563.72455
1	3	1.0	469.4023
1	2	1.0	463.03036
3	0	1.0	503.27423
2	2	0.0	194.32407
3	2	1.0	453.228
1	3	1.0	425.5043
3	0	1.0	485.92404
0	1	1.0	566.34235
3	2	1.0	534.40656
2	0	1.0	221.29193
0	0	0.0	573.84625
1	2	1.0	487.67896
2	2	0.0	277.62225
3	2	0.0	444.90878
3	1	1.0	544.8563
1	2	1.0	433.63574
0	1	1.0	538.83093
2	0	1.0	360.86
3	2	1.0	500.12375
2	2	1.0	251.20872
1	3	1.0	421.04
0	3	0.0	570.1362
2	1	1.0	329.7065
2	0	1.0	350.0949
0	0	1.0	569.74786
0	0	1.0	590.1033
0	1	0.0	543.37805
