personality,herbology,quidditch rank
3,1,469.42902
0,1,583.7152
3,1,471.82248
2,1,457.55713
0,1,327.17075
2,1,503.68787
2,0,504.16653
2,1,444.95273
0,0,593.0734
2,1,606.6413
1,1,243.2793
1,0,335.6242
1,1,422.23822
1,1,284.7487
1,1,247.81067
0,1,561.20123
3,1,461.06778
1,0,584.8471
2,1,396.53128
3,1,458.0601
0,1,259.8593
2,0,419.04315
2,1,533.5202
2,0,539.85364
3,1,547.5361
0,1,317.1502
2,1,467.218
0,0,313.56735
3,1,470.85962
3,1,484.5021
2,1,569.09735
1,1,282.1097
2,1,447.4016
1,1,300.48206
0,0,309.9663
0,1,521.4585
0,1,316.68384
3,1,466.70773
0,1,269.89447
1,0,295.2215
0,1,452.5138
1,0,566.6373
1,0,610.9935
2,1,450.82016
0,1,280.3264
2,1,470.775
0,1,233.99574
0,1,262.91135
0,0,601.44995
1,1,303.47067
2,0,526.7533
2,1,434.18127
1,1,305.24783
1,0,301.82675
3,1,520.1072
2,0,576.0989
2,0,424.71173
2,1,460.3374
1,1,597.7396
0,0,597.1651
1,1,288.71622
2,1,506.05298
2,1,421.9011
2,1,496.86765
2,1,459.33722
2,1,534.1895
3,1,525.77875
2,1,570.84546
2,0,295.82623
3,1,452.91058
2,1,502.68906
0,0,276.17148
0,1,381.93268
2,0,586.45465
3,1,477.01227
0,0,339.32565
1,0,277.7727
0,0,571.0907
0,0,315.06866
1,1,506.37128
2,1,433.90573
2,0,290.89688
2,1,483.874
0,0,538.22546
0,0,399.7099
3,0,446.12607
2,1,455.1615
3,0,577.86084
1,1,328.38187
1,1,451.95703
3,1,479.87418
0,1,578.5735
0,0,632.2725
2,1,270.66498
1,0,572.8312
1,0,368.25488
2,1,453.70184
0,0,221.62029
0,1,355.2658
0,0,287.83676
2,1,483.17807
0,1,280.79883
2,1,512.1846
3,1,496.39355
1,0,616.75323
3,1,504.70056
1,0,299.41418
2,0,515.18915
1,1,544.4477
0,1,457.09662
2,1,436.4347
2,1,599.29004
1,0,567.4483
3,1,449.74133
2,0,550.44434
2,1,508.58118
0,0,305.0717
1,1,567.2614
2,1,321.0824
1,1,319.36523
2,1,457.31192
2,1,453.0073
2,0,339.4388
2,0,564.5449
2,0,567.3663
3,1,455.70578
0,0,585.8059
0,0,597.8391
1,1,523.90967
3,1,443.002
1,1,467.05612
0,0,590.92786
1,1,527.66516
0,1,362.70245
2,1,470.36816
3,0,550.74896
2,0,247.78046
1,1,591.16284
1,0,577.859
3,0,470.0022
2,1,496.89673
2,1,432.73737
3,1,487.62387
1,1,318.30887
2,1,525.9984
3,0,474.29163
3,1,474.3138
0,0,584.2516
3,1,319.8799
2,1,321.01404
0,0,577.2104
1,0,617.952
1,0,583.2308
3,1,445.90353
3,1,544.2727
1,0,288.72232
3,1,443.08954
0,0,318.179
0,0,329.60623
1,0,580.8374
2,1,285.4292
1,1,416.43506
3,1,462.9737
0,1,604.9528
1,0,461.31195
3,1,462.51547
2,1,456.95065
2,1,418.6056
2,1,452.0806
0,1,270.512
1,0,586.47034
1,0,320.8328
2,0,556.03064
2,1,574.6286
2,1,452.52002
2,1,293.60934
2,1,545.8999
2,1,482.06473
3,0,429.408
1,0,540.02386
2,1,443.61703
2,1,412.88342
0,0,468.6001
0,1,301.4354
1,0,249.4476
0,1,326.2451
0,0,609.4724
2,1,474.89188
0,1,598.50977
3,1,447.75806
2,0,564.7578
2,1,479.36115
2,1,455.90076
0,0,578.5948
2,1,308.4757
0,0,601.6359
0,1,591.7189
0,1,421.70407
1,1,618.3163
2,1,483.84225
1,1,347.6249
2,1,448.8341
0,1,282.39902
2,1,417.89575
0,1,477.48965
3,0,306.4921
2,0,543.66376
3,1,479.31613
2,0,544.1741
0,1,291.35062
3,1,276.36432
2,1,458.8976
3,1,485.75357
2,0,296.09576
0,1,295.38647
0,0,610.7524
0,1,484.21768
1,0,218.7901
0,0,585.0882
3,0,464.18677
0,1,561.45544
2,1,283.5298
1,0,311.8847
3,1,300.833
3,1,456.94952
3,1,448.0435
1,1,263.01117
0,1,463.4087
2,0,557.5556
0,0,305.02386
2,1,453.80255
0,1,297.7778
2,1,540.9591
1,0,437.83853
1,1,300.80978
1,1,346.1155
0,1,327.55212
0,1,539.1476
1,1,563.8947
2,0,468.2593
2,1,597.8097
3,1,508.07422
2,1,218.51323
3,1,466.193
2,1,449.72812
3,1,461.00357
0,0,573.91895
3,1,479.8563
2,0,314.63245
1,1,320.15033
1,1,424.4751
1,0,292.14157
1,0,198.75104
0,0,572.48175
3,1,446.68753
1,1,500.1175
1,1,497.35217
3,0,468.66595
2,0,588.6027
0,1,549.27167
3,1,451.36575
1,1,594.1906
0,0,451.84012
3,1,456.65408
3,0,580.1929
2,0,474.1866
0,0,241.07239
1,1,462.43
0,1,510.77386
1,0,548.7005
3,1,531.3606
0,1,360.77435
2,1,286.74802
3,1,465.10336
0,1,477.02866
0,1,334.28137
1,1,476.66196
1,1,592.65424
0,1,438.0876
1,1,585.10925
2,1,452.48578
0,0,323.5557
1,0,499.031
1,0,318.0994
2,1,468.5423
3,1,451.06693
2,0,327.1842
1,0,550.99426
0,0,566.6614
1,1,452.18005
0,0,341.03915
3,1,455.95966
0,0,468.66553
0,1,499.28836
2,1,584.113
2,0,300.13693
2,1,462.43814
0,1,291.96362
0,1,579.906
2,0,483.36893
3,1,431.0939
3,1,421.44415
3,1,480.77667
1,1,590.7659
0,0,582.5989
0,0,579.78265
0,0,556.718
2,1,448.18423
1,1,428.57837
2,1,447.66342
1,1,293.8635
3,0,468.435
2,0,537.4765
1,0,592.07074
3,1,467.15018
0,0,562.2066
0,0,618.724
2,1,478.70428
2,1,472.8205
0,1,562.15466
0,1,610.84875
3,1,510.96774
0,1,523.14026
1,1,505.50226
0,1,605.44653
2,0,602.02356
2,1,483.1237
2,1,310.84637
1,0,568.5099
2,1,447.75394
1,1,336.74997
2,0,579.4031
0,0,463.6281
1,1,429.49365
0,1,516.0806
0,1,591.5767
3,1,440.39618
2,1,558.20496
2,1,453.15976
3,1,487.58725
1,0,295.21277
1,0,573.61835
1,0,333.55215
3,1,453.72144
1,0,332.25885
2,0,326.39996
2,0,533.8508
1,0,518.93976
0,1,489.80243
1,1,540.3453
3,1,456.80838
3,1,453.3456
2,1,544.3289
3,1,431.8005
2,1,579.7113
1,1,571.1304
2,1,503.6017
0,1,280.13788
1,0,584.04224
1,1,514.7603
2,1,484.00266
0,1,593.1296
2,1,552.90704
3,1,427.456
1,0,568.9402
1,0,289.57013
1,1,312.28613
2,1,433.97287
0,0,616.3019
2,1,465.5227
3,0,275.34192
0,1,295.35046
2,1,451.06055
1,1,292.88815
1,0,248.28957
1,1,301.5163
3,1,456.51224
0,1,286.06866
2,0,578.0489
3,1,483.0728
3,1,432.70316
0,0,316.84943
0,0,310.04724
1,0,241.8011
0,1,454.97073
3,1,486.16916
2,1,295.83102
1,1,484.5669
0,0,311.73004
3,1,321.4909
0,0,486.26035
2,1,226.98119
3,0,514.52985
3,1,483.9592
0,0,300.85303
0,1,285.67746
2,1,438.04413
0,0,590.0786
2,1,471.7149
1,0,318.06265
0,0,395.58466
2,1,500.3028
1,1,441.32852
0,0,289.86932
2,0,590.11145
1,1,451.5871
3,1,444.11566
1,1,590.3609
1,0,600.8892
0,1,614.5979
0,1,251.64023
3,1,456.85312
2,1,452.73682
3,1,450.6562
0,0,595.0785
3,1,475.02716
1,0,290.36163
1,0,500.7953
2,1,456.5754
1,1,317.92474
1,1,572.96967
2,1,310.7481
3,1,486.15134
2,1,452.5528
2,1,444.824
0,0,272.27048
2,1,451.11728
0,1,551.71014
3,1,462.8763
3,1,406.0252
2,1,539.4078
3,1,447.7794
0,0,560.1885
1,1,274.52966
2,1,536.36383
2,0,590.75
2,1,496.91522
2,1,472.57812
0,1,549.7847
2,1,445.27167
1,1,300.38962
1,0,287.90836
2,1,642.7957
1,0,379.31317
0,0,608.03107
0,1,604.85114
3,1,484.013
0,1,518.036
2,0,546.1776
1,0,569.35516
2,0,565.4029
1,1,317.18015
3,1,466.7394
0,1,285.05432
2,1,311.4645
0,0,462.44348
2,1,500.18283
2,1,520.34186
1,0,584.83636
2,1,451.63757
0,0,588.87726
0,1,306.3966
0,1,379.2318
2,1,469.34045
1,1,493.84653
0,1,314.07648
0,0,539.45026
3,0,575.0842
0,1,299.73553
2,1,328.01932
1,0,428.6418
2,1,428.80463
3,0,435.48444
0,1,580.254
0,0,317.345
2,1,531.48083
2,1,345.22946
2,1,441.34042
1,1,464.3166
3,1,451.1896
2,0,274.58722
1,0,317.04086
1,0,507.76675
2,1,267.583
3,1,467.559
2,1,466.94482
1,0,571.75916
1,1,440.41013
3,1,478.61017
0,0,343.2567
3,1,463.2709
2,1,498.6682
2,0,301.07883
1,0,301.2869
0,1,512.3252
0,1,299.34488
1,1,448.8899
1,0,520.5971
1,0,568.1188
0,0,604.5587
1,1,283.19058
2,1,304.70892
0,1,599.3148
0,1,451.9972
1,1,611.7799
0,1,446.98642
3,1,516.31085
0,0,297.70328
1,1,559.8619
0,0,584.66876
2,1,578.58636
1,1,381.0987
1,0,203.33546
0,0,250.98131
3,1,438.96124
2,0,574.3097
2,1,325.61
1,1,266.91232
1,1,297.10657
3,0,260.42438
2,0,545.6446
3,1,502.49292
2,1,554.6526
0,1,534.30835
0,1,589.58154
1,1,545.14343
1,1,557.86774
2,1,567.108
1,0,266.67075
0,0,367.2904
2,1,523.11475
3,1,475.9642
0,0,579.9309
2,1,441.45074
0,0,496.9878
2,1,323.7202
1,1,558.0203
1,1,285.00357
0,1,331.2989
0,0,330.1374
2,0,302.2377
2,1,574.319
2,0,518.411
2,0,309.45975
1,0,335.35876
2,1,548.1528
2,1,477.00833
0,1,285.26938
1,0,298.43253
3,1,452.105
0,1,307.92453
1,0,440.75302
0,0,255.43123
0,1,538.1059
2,0,506.03195
3,1,473.2935
1,0,559.7676
2,0,348.9759
1,0,573.2628
1,0,590.7541
1,1,589.91315
1,0,588.19366
3,1,452.807
1,1,507.25024
3,1,524.8929
2,0,563.27905
1,0,585.06525
1,1,470.0405
3,1,473.93808
1,1,534.1297
1,1,345.34912
1,0,315.4611
0,1,643.8728
3,1,474.76852
1,1,582.87964
2,1,464.30417
1,1,596.8709
3,1,481.8533
0,1,451.5564
2,1,511.7246
3,1,458.80505
2,1,313.32776
2,1,433.4098
1,1,217.65056
3,0,545.9289
3,0,482.33698
1,1,275.37643
2,1,459.2733
0,1,305.34268
2,1,532.3632
1,0,456.25568
2,1,478.2524
1,0,596.0316
0,1,271.65637
3,0,433.90225
2,1,459.9223
0,1,288.56305
2,0,316.3557
2,1,432.51877
1,1,502.1183
1,1,573.6277
1,0,573.2676
0,1,538.2314
2,1,462.2304
2,1,481.79047
2,0,268.0608
3,1,455.67706
2,1,245.75055
0,1,309.41974
1,1,543.52167
2,0,343.33035
2,1,502.67468
0,1,264.78464
2,1,595.1997
1,1,483.22485
1,0,284.71826
0,1,331.19998
0,0,316.29688
0,0,343.76462
2,1,494.72794
1,1,554.2953
1,1,454.08893
0,0,285.45474
1,1,477.93326
3,1,469.6139
1,0,565.36365
3,1,550.1376
1,0,271.16727
1,1,598.01276
0,1,605.2982
2,1,449.10596
0,1,218.81943
2,1,478.56116
2,1,426.20596
0,0,624.3385
2,0,511.95065
1,0,449.84323
0,1,251.92398
3,1,466.9715
2,1,408.1983
2,1,445.80466
1,0,237.74048
0,1,516.89026
1,1,328.7008
2,1,520.217
0,1,511.029
2,1,442.83667
2,0,526.14264
0,1,271.44263
2,0,444.78522
3,1,464.97464
3,1,444.0832
1,0,320.18533
3,1,463.03992
0,0,578.4384
0,1,579.3239
1,1,306.5984
3,1,442.6034
3,0,560.8693
0,0,302.0645
0,1,544.471
0,0,489.50732
3,0,551.9241
0,0,572.81323
0,1,266.5559
2,1,534.6604
0,1,286.61728
2,0,591.003
0,0,493.273
2,1,491.6161
1,1,289.39062
2,1,332.24854
1,1,536.22174
1,1,529.7005
0,1,461.85602
2,1,462.3551
2,1,513.44135
0,0,262.38644
3,0,440.91153
3,1,509.28754
1,1,458.13675
3,1,461.93063
0,1,489.85242
1,1,445.6631
0,0,593.34717
1,1,577.68787
3,1,441.5296
1,0,245.6673
2,1,553.272
2,1,538.67126
3,1,491.52887
2,1,512.19995
2,1,419.75134
0,1,273.3724
0,1,568.0896
3,1,461.74564
3,1,492.5137
0,1,463.64453
2,1,502.0657
0,1,561.28217
1,1,557.55
2,0,611.2246
1,1,272.9696
3,0,448.02594
2,1,491.77274
3,1,460.56683
1,1,601.33704
0,0,294.06558
1,0,307.56433
1,0,291.38693
0,0,339.97278
3,1,421.7806
3,1,441.51385
0,0,536.31354
0,0,302.78323
2,0,446.69507
0,1,311.36148
2,1,518.0428
1,0,511.06836
0,1,582.05396
3,1,465.43176
3,1,444.16605
2,1,312.8472
1,0,270.5761
1,1,460.9258
2,1,577.0064
1,1,594.99695
1,0,591.32404
0,1,248.82643
3,1,476.42178
2,1,460.48975
1,0,550.68445
3,1,422.79132
1,0,547.44104
1,0,566.1799
1,1,275.0847
0,1,601.31976
2,0,580.6933
2,1,482.34625
2,0,320.92847
1,0,623.6059
0,0,560.5834
0,1,519.86975
1,1,307.4684
0,0,551.9779
2,1,487.8118
3,1,491.24713
1,1,552.3348
2,0,493.95184
1,1,500.7226
3,1,552.17236
2,1,468.85132
1,0,619.2467
1,0,315.46164
1,0,221.70207
2,1,457.56232
1,1,471.84195
1,0,360.36298
0,1,477.80576
1,0,564.58826
3,1,467.16464
3,1,459.99255
2,0,557.3838
0,0,562.47504
3,1,490.69604
2,1,255.47913
1,0,343.1114
0,1,591.9275
2,1,463.8549
3,1,526.0623
0,1,601.50354
1,1,440.5641
2,0,585.23517
3,1,459.84348
1,1,354.15237
1,1,528.029
3,1,493.25363
1,0,568.7904
2,1,514.1476
2,1,460.1248
2,1,474.99088
2,1,611.89514
3,1,426.1568
2,1,476.0247
1,0,350.3027
0,1,212.42606
1,1,593.1179
0,0,465.10672
2,0,260.10535
2,1,473.89807
1,1,440.20242
3,1,487.4953
3,1,438.6585
2,1,479.38934
2,1,486.40344
0,0,589.99286
0,1,333.54156
3,1,455.45068
2,1,476.5239
1,0,517.2646
0,0,576.6604
1,1,256.09888
2,1,469.9546
1,0,596.0129
3,1,503.62137
0,1,578.0891
3,1,434.42862
1,1,434.06647
0,1,529.3875
2,1,445.18845
0,1,344.20493
2,1,525.4699
2,0,299.2955
2,1,324.51178
2,1,571.92
2,1,493.8018
0,1,527.59814
1,0,275.30334
1,1,615.8537
1,0,271.22336
3,1,454.30542
2,1,453.83463
1,1,576.0327
1,1,479.4819
1,1,312.2878
0,0,594.00323
0,1,253.80836
0,1,496.42947
1,1,272.49097
2,1,386.52277
0,1,509.3718
0,1,558.1241
3,1,486.98904
1,0,439.0053
1,1,544.092
3,0,607.6738
1,1,572.9648
3,1,473.13635
0,0,545.62085
1,0,603.01294
1,1,594.9738
1,1,303.8347
2,0,475.6384
2,1,458.78815
2,0,523.6693
2,0,595.2254
2,0,609.4855
1,0,599.081
1,0,592.26874
3,1,463.5888
0,0,571.1157
0,0,501.6239
2,1,255.85722
0,1,423.60165
0,0,584.9016
1,1,429.29343
1,0,565.31146
1,0,598.22986
1,1,252.70276
1,1,598.1776
1,0,562.62244
1,0,585.9332
0,0,582.1142
2,0,256.40765
0,1,579.99316
1,1,538.5575
1,0,343.38068
0,0,439.06635
0,0,264.9042
2,1,453.81216
0,1,588.478
0,1,473.80994
2,1,439.60516
1,1,286.5655
3,1,418.49414
1,0,589.4527
1,1,271.1808
0,1,506.0792
0,0,524.407
3,1,461.84027
3,1,576.4171
0,1,349.6173
0,0,586.48114
0,1,298.61362
3,1,441.05453
3,1,456.73358
2,1,465.98923
0,1,289.69064
0,0,570.80023
1,1,476.28824
0,1,425.27557
3,1,472.00937
0,1,556.71515
1,1,544.0882
2,0,565.32275
0,1,308.44943
0,1,283.84387
3,1,554.57135
3,1,595.05566
1,1,357.58618
0,1,473.8841
3,1,549.1881
3,1,342.95227
2,1,446.5371
0,0,597.2329
1,0,488.0981
0,1,448.98334
3,0,561.6818
1,1,573.67175
0,1,261.54095
1,0,562.6149
2,1,462.65286
1,1,569.8178
1,0,623.7854
3,1,454.47635
2,1,511.30972
0,1,442.42987
1,1,597.08575
0,1,498.71826
2,1,454.664
0,1,549.637
1,0,547.4673
1,0,525.6599
0,0,455.26663
3,1,308.2517
2,1,517.4136
0,0,532.5817
0,1,511.72214
1,1,502.33856
2,1,304.89142
0,1,252.70296
0,1,498.99295
2,0,554.0263
1,1,592.4106
3,1,470.88623
1,1,487.92725
2,1,434.2623
1,0,261.1638
2,1,319.26532
2,1,442.8852
0,0,569.7687
0,1,286.50998
0,1,566.7776
2,1,587.0592
0,0,566.23267
2,1,476.26324
0,1,571.40967
0,0,604.13513
2,1,462.76248
0,0,566.399
3,1,567.9969
0,1,307.60977
0,1,615.126
0,0,329.74197
1,1,267.37103
1,0,264.32208
2,1,448.73828
0,1,578.2814
0,0,601.4513
1,1,292.8201
0,1,458.54572
2,1,454.20886
2,1,300.40152
0,1,656.9619
2,1,450.54834
1,0,553.9796
2,1,464.73224
3,1,529.88245
0,1,282.49576
0,1,552.0658
2,1,445.89536
1,1,595.5601
2,1,475.66464
0,1,459.08728
2,0,279.44006
2,1,342.52908
3,1,472.6014
2,1,521.91534
2,1,507.2602
3,1,471.1295
3,1,515.84503
2,1,359.1529
1,0,620.5812
0,1,253.74884
1,1,321.0728
2,1,465.73428
1,1,482.32922
0,0,591.8381
1,0,585.7957
2,0,325.9494
2,1,253.39215
1,0,571.2078
0,0,542.03186
1,0,618.93335
2,1,326.92996
0,1,297.18054
1,0,241.8425
3,1,483.22653
3,1,395.15564
1,0,278.1616
0,0,292.65393
3,1,444.56107
1,0,568.352
2,1,487.83826
3,1,504.78793
0,0,459.57095
1,1,472.32812
2,0,577.7025
1,0,580.811
3,1,460.72058
1,1,535.4402
1,0,563.0829
2,0,255.49178
0,1,500.98096
3,1,475.2277
2,0,472.2224
1,1,312.3559
2,1,555.57367
1,1,587.0097
2,1,482.02573
0,0,478.26346
2,1,440.10306
3,1,430.5646
3,0,472.14468
1,0,489.00662
1,1,258.98547
1,1,239.69334
2,0,565.4995
2,1,454.84158
2,1,582.56396
2,1,444.38394
1,1,281.89276
1,1,239.95279
0,0,299.38013
2,1,476.427
0,0,341.79428
2,0,266.35962
3,1,490.22415
3,1,553.2207
2,1,470.41922
2,0,553.7088
2,1,463.95166
1,0,577.0346
2,0,491.1607
2,1,295.65903
2,0,208.90515
0,0,578.9294
2,0,601.96204
2,1,249.16705
1,1,480.35193
0,1,579.264
2,0,450.26663
1,1,561.6439
2,0,575.12854
0,1,303.68372
1,1,552.5869
1,1,569.45746
2,1,574.8873
3,1,492.9784
3,1,479.8355
2,0,338.53207
0,0,517.70905
2,0,502.8732
0,0,584.24347
2,1,459.14783
2,1,455.0771
3,1,448.80933
3,1,440.49106
3,1,463.73126
0,1,455.07855
2,1,543.62524
0,1,495.66653
0,1,496.4658
1,0,446.17462
2,1,489.7387
2,1,543.10297
3,1,447.34225
0,0,582.3002
2,1,464.9484
0,1,348.75458
3,1,487.02255
0,0,587.47205
0,1,502.66592
1,1,349.0922
2,1,460.22382
1,1,572.22797
1,1,501.88425
2,1,490.82568
2,1,571.751
2,1,445.60605
0,1,558.9531
0,0,426.99716
1,1,482.2843
3,1,506.0949
2,1,494.6018
1,1,339.26407
3,1,441.69644
3,1,469.21777
2,1,474.9926
3,1,463.25754
1,1,482.50278
2,1,300.61768
2,1,321.08655
0,1,458.78
2,1,487.33218
2,1,427.9129
3,1,466.15994
2,1,486.3147
1,1,292.67914
1,0,571.6858
2,0,588.6099
3,1,441.8342
3,1,521.5238
0,1,248.84152
2,0,300.09613
2,0,460.6197
0,1,283.02286
1,1,588.3259
2,0,615.1015
3,1,425.47134
1,0,270.15927
0,1,491.72253
1,0,288.67935
2,1,457.31354
3,0,434.1363
2,1,454.54767
3,1,472.77545
1,1,330.94943
0,1,567.1139
1,1,565.9264
3,0,605.5447
2,0,589.35815
3,1,469.62518
1,0,527.9823
0,0,612.3207
0,1,297.90182
1,0,573.4834
2,0,463.30768
2,1,452.54095
2,0,456.90265
1,1,429.3656
0,0,575.5909
0,1,436.22815
2,1,401.24963
0,0,452.39102
3,1,498.05212
0,1,554.9923
1,0,278.88754
0,1,560.71783
0,0,291.25037
1,0,283.25006
3,1,474.16586
1,1,430.16772
1,0,536.2888
0,0,286.31973
3,1,469.98178
1,1,591.4332
0,1,319.41083
1,0,460.3029
0,0,340.93515
0,1,278.9381
0,0,524.20276
0,0,295.24625
1,0,599.97736
0,1,237.67374
1,0,550.6731
3,1,452.04068
2,1,477.17474
0,1,521.73785
0,0,593.62396
2,1,483.90057
1,0,578.2439
2,0,598.5931
2,1,349.38916
1,1,489.5461
1,0,304.36957
1,0,557.29425
1,0,509.99167
0,0,483.5008
0,1,292.95575
0,0,309.00644
2,1,522.706
3,1,464.87375
3,1,567.07745
3,1,455.87033
2,1,517.5794
1,0,306.29837
3,1,434.21826
1,0,381.98297
3,1,421.67798
1,0,592.4336
3,1,500.6105
0,1,562.96826
2,1,461.14368
1,1,557.8241
3,1,438.81113
1,0,613.5938
1,0,580.3981
3,1,449.77753
2,1,424.5808
3,1,528.1114
2,1,435.25778
2,1,494.04837
2,0,340.16458
2,1,462.54327
1,0,278.9334
3,1,455.80173
2,0,279.57196
1,0,330.47635
3,0,443.60858
2,1,475.2232
3,1,469.1676
1,0,378.7092
2,1,481.1246
1,0,601.4972
0,1,612.94604
1,0,311.365
1,1,494.65546
0,1,592.7505
2,1,493.97855
2,1,541.9691
0,0,269.08133
0,1,295.68655
0,1,603.85455
0,1,273.15222
0,0,312.3662
1,0,586.0215
0,0,556.42175
0,0,615.23755
1,1,423.35712
0,0,285.40915
2,1,478.28238
3,1,502.8356
1,1,331.06848
1,0,524.73773
0,1,300.06915
2,1,296.69193
0,0,583.495
1,0,300.99014
2,1,512.89075
1,0,469.00848
1,1,561.9108
3,0,417.75177
2,0,496.8096
2,1,482.80063
1,0,565.21173
1,1,486.37393
1,0,615.67645
3,1,494.04346
2,1,314.14624
2,1,452.37097
1,0,525.4214
0,0,295.2783
0,1,551.755
1,0,343.59283
1,1,462.4537
0,0,279.65707
1,1,623.0426
2,1,518.55566
2,1,429.76764
1,1,560.6151
0,1,522.2397
0,1,303.62686
2,1,428.42566
1,0,286.38196
0,0,333.28647
0,0,590.7975
0,1,539.8559
1,1,289.78943
0,0,515.88385
0,1,531.26624
1,1,539.00977
0,0,303.3799
1,0,637.411
1,0,325.49194
3,1,459.228
1,0,573.3474
2,0,469.22723
3,1,449.0607
3,1,445.7295
0,1,461.53622
0,1,522.3639
0,1,553.51337
2,1,472.5619
0,0,598.9757
2,1,230.89749
3,1,506.69818
0,0,586.9854
3,1,456.31967
1,0,268.3361
0,1,576.70953
2,0,322.51767
1,1,305.45035
3,1,490.96472
2,1,524.6898
0,0,363.5219
3,0,301.3577
2,1,537.3032
0,1,445.5688
0,1,262.8734
3,1,484.01932
2,1,471.48303
2,1,452.8249
0,0,298.95612
2,1,559.2096
0,1,595.73883
1,0,584.5883
0,1,509.525
1,0,598.1795
1,1,327.94077
2,1,444.31046
3,1,592.95447
2,1,535.1125
2,1,519.2481
2,1,560.53296
0,1,277.10727
1,0,547.6404
0,0,313.6705
3,1,430.62762
1,0,604.8481
2,1,481.30527
1,1,545.28625
3,1,571.37756
1,0,553.2417
0,1,550.4934
0,1,539.0532
0,1,243.95633
3,1,432.80472
1,1,276.85477
0,1,206.81485
1,0,596.32135
1,1,415.9093
0,1,572.5219
0,0,570.5768
2,1,444.65045
3,1,502.84882
0,1,617.16156
2,1,427.76617
2,0,612.27277
2,1,524.0995
3,1,473.562
2,1,546.59064
2,0,306.00708
0,0,488.79883
0,0,476.69736
0,1,442.48868
3,1,462.4074
1,1,603.04016
0,0,285.40463
3,1,438.1994
0,0,597.37415
1,1,490.4658
2,1,298.58188
2,1,488.21335
2,0,561.89185
0,0,271.6291
3,1,482.029
1,1,312.7019
3,0,461.55182
1,0,563.5393
1,0,288.87964
2,1,579.77747
0,0,550.452
2,1,467.36188
0,1,434.6743
1,1,334.91794
2,1,459.33374
0,1,478.05994
2,1,576.85693
1,1,295.4136
2,0,493.03714
1,0,611.1684
0,0,577.60406
0,1,522.6678
0,1,311.64694
2,1,290.57892
3,1,454.73807
1,1,475.20566
1,1,377.77667
0,1,263.97296
1,1,550.6776
1,1,615.4561
2,1,464.90067
2,0,589.3225
0,1,294.01874
3,0,317.93683
2,1,485.883
1,0,263.8057
1,1,242.27794
2,1,481.77017
0,0,592.87726
2,1,456.53473
2,1,541.38965
1,0,506.88666
1,0,541.76404
1,1,576.47015
0,1,594.02374
3,1,451.48013
1,1,213.47751
2,1,456.30164
2,0,622.4079
3,1,462.41895
0,1,265.84503
3,1,462.16876
2,0,286.16663
1,0,328.77487
3,1,471.3171
0,1,352.18594
1,1,308.98822
1,0,603.1015
0,1,273.82336
2,1,579.8483
1,1,361.19482
1,1,427.19897
3,0,442.5655
3,1,490.4157
0,1,527.25037
2,1,511.58127
1,1,342.46884
3,1,494.1331
0,1,579.9533
1,0,508.5638
3,0,461.07895
0,1,518.0227
2,1,448.67194
0,1,545.11584
1,1,308.02292
2,0,540.4881
3,1,454.7122
0,1,293.5214
1,0,563.2319
3,1,464.51425
1,1,599.2035
3,1,426.31927
0,1,194.46559
1,1,288.29617
2,0,313.32895
2,1,494.5697
3,1,465.4884
0,0,536.6421
3,1,466.39493
2,1,467.887
1,0,489.24997
2,1,555.8346
1,1,554.01337
3,1,451.8083
1,1,520.6332
0,1,350.95438
3,1,475.37308
0,0,485.80536
3,1,469.22333
2,1,486.82928
0,1,581.1484
3,1,496.21603
0,0,562.78033
3,1,447.18774
0,1,281.16086
3,1,444.43335
0,1,304.58395
3,1,472.42737
0,0,544.8855
0,1,332.22253
0,1,337.64737
0,1,312.03296
3,1,487.84604
0,1,507.83694
0,0,441.8562
1,1,563.9324
2,1,480.19586
1,0,281.33774
2,0,479.37946
3,1,438.7964
2,1,456.38348
0,1,438.4927
2,1,291.04935
1,0,360.71683
2,1,587.53546
2,0,453.61594
2,1,594.6859
2,0,568.74
0,1,285.9626
0,1,468.62738
3,1,462.15524
2,0,479.7884
1,1,428.59183
2,0,440.46887
2,1,589.4679
1,1,480.09598
3,1,437.78122
3,1,467.70612
3,1,579.3892
3,1,459.3465
3,1,476.66113
1,1,314.97345
2,0,517.0466
1,0,563.77124
3,0,601.47266
2,1,484.83377
0,1,263.99603
1,1,433.9276
0,1,555.1111
2,1,453.50494
3,1,440.31107
2,1,252.09163
1,1,523.6582
1,0,288.93848
3,0,609.3921
2,1,542.2816
3,1,466.48416
2,0,352.14624
2,1,455.31277
3,1,473.39264
2,0,488.71396
0,0,302.13098
0,0,545.75214
0,0,575.5234
0,0,335.88248
2,0,604.8121
1,1,449.2124
2,1,531.5654
3,1,483.63763
0,1,284.67786
3,1,489.18823
1,0,560.51697
2,0,608.2264
2,1,302.88177
0,0,480.9041
0,0,264.35306
2,0,574.58014
2,1,540.4163
2,1,473.63962
1,1,314.43365
2,0,602.90186
2,1,498.74307
2,1,468.76883
0,1,385.43817
0,0,313.0604
2,1,447.49072
2,1,462.6343
1,0,293.4175
0,0,550.57166
2,1,556.0355
1,1,357.32697
2,1,464.66638
2,0,349.12854
0,1,361.63028
2,1,438.43176
1,1,542.42737
2,1,319.83554
0,1,285.42606
0,1,543.696
1,1,464.82843
2,0,283.36368
3,1,480.49716
2,1,517.44
2,1,461.76642
2,1,454.90604
2,0,313.18164
3,1,489.04758
1,1,539.85583
2,1,460.13266
